Review,Actual,Predicted,Probability
0,Negative,Positive,0.99975526
0,Negative,Positive,0.9987629
0,Negative,Positive,0.9998319
1,Positive,Negative,0.0011307849
0,Negative,Positive,0.99989504
1,Positive,Negative,0.023723083
1,Positive,Negative,1.1086747e-06
1,Positive,Negative,0.0012243516
0,Negative,Positive,0.6154046
0,Negative,Positive,0.99999577
0,Negative,Positive,0.8407364
0,Negative,Positive,0.9990671
1,Positive,Negative,3.7555455e-05
0,Negative,Positive,0.9999998
0,Negative,Positive,0.8936804
0,Negative,Positive,0.9999929
0,Negative,Positive,0.9999998
1,Positive,Negative,1.0522766e-05
0,Negative,Positive,0.9999974
1,Positive,Negative,0.12243518
0,Negative,Positive,0.97240454
0,Negative,Positive,0.99996454
0,Negative,Positive,0.99999845
1,Positive,Negative,0.031121355
1,Positive,Negative,0.017795628
0,Negative,Positive,0.98509145
1,Positive,Negative,0.0007442976
0,Negative,Positive,0.9861341
0,Negative,Positive,0.99999785
0,Negative,Positive,0.6395504
0,Negative,Positive,0.60752004
0,Negative,Positive,0.9977307
0,Negative,Positive,0.9999976
0,Negative,Positive,0.9221094
1,Positive,Negative,8.634487e-05
0,Negative,Positive,0.99996436
0,Negative,Positive,0.99933046
1,Positive,Negative,0.27448112
0,Negative,Positive,0.999986
1,Positive,Negative,0.081497826
0,Negative,Positive,0.63485855
0,Negative,Positive,0.9999521
1,Positive,Negative,3.3544267e-05
1,Positive,Negative,7.557871e-06
1,Positive,Negative,0.08506137
0,Negative,Positive,0.99986887
0,Negative,Positive,0.999988
0,Negative,Positive,0.9999801
1,Positive,Negative,0.00020941254
0,Negative,Positive,0.82706004
1,Positive,Negative,0.24407676
1,Positive,Negative,1.8640472e-05
1,Positive,Negative,0.00087476673
1,Positive,Negative,0.003439625
1,Positive,Negative,0.0005198103
1,Positive,Negative,0.00028091637
1,Positive,Negative,4.1259973e-05
0,Negative,Positive,0.9999572
0,Negative,Positive,0.9999992
0,Negative,Positive,0.99983025
1,Positive,Negative,0.0007398487
0,Negative,Positive,0.99999297
1,Positive,Negative,0.0055953944
0,Negative,Positive,0.9997751
1,Positive,Negative,0.0012928966
1,Positive,Negative,0.0002482862
0,Negative,Positive,0.9661741
1,Positive,Negative,0.23049207
1,Positive,Negative,1.8712414e-06
0,Negative,Positive,0.9999872
0,Negative,Positive,0.9999886
0,Negative,Positive,0.9999927
1,Positive,Negative,0.04974988
1,Positive,Negative,0.017836455
0,Negative,Positive,0.9989877
1,Positive,Negative,0.0042254096
1,Positive,Negative,7.6434844e-05
1,Positive,Negative,0.015230825
0,Negative,Positive,0.999993
1,Positive,Negative,0.0029961597
0,Negative,Positive,0.8860919
1,Positive,Negative,2.4040764e-05
1,Positive,Negative,0.17415217
1,Positive,Negative,0.004153823
0,Negative,Positive,0.7812752
1,Positive,Negative,0.16152558
0,Negative,Positive,0.9287549
1,Positive,Negative,0.00061424944
0,Negative,Positive,0.9979911
1,Positive,Negative,0.0031359533
1,Positive,Negative,0.0019766062
1,Positive,Negative,9.9004e-06
1,Positive,Negative,0.00018216552
1,Positive,Negative,2.0884109e-07
0,Negative,Positive,0.9983795
0,Negative,Positive,0.9999989
1,Positive,Negative,1.2712698e-06
0,Negative,Positive,0.93868786
1,Positive,Negative,1.9116771e-05
0,Negative,Positive,1.0
0,Negative,Positive,0.99979603
1,Positive,Negative,0.0033881739
0,Negative,Positive,0.9949429
0,Negative,Positive,1.0
1,Positive,Negative,1.8818062e-05
1,Positive,Negative,0.010068242
1,Positive,Negative,0.13589193
1,Positive,Negative,0.0032763614
1,Positive,Negative,6.6064194e-09
0,Negative,Positive,0.760091
0,Negative,Positive,0.9999673
0,Negative,Positive,0.60364115
0,Negative,Positive,0.997892
0,Negative,Positive,0.99999976
1,Positive,Negative,4.3956923e-05
1,Positive,Negative,0.018769117
1,Positive,Negative,0.35072237
1,Positive,Negative,3.0512494e-05
1,Positive,Negative,4.672385e-06
1,Positive,Negative,0.00012781526
1,Positive,Negative,0.034685872
1,Positive,Negative,0.12273413
1,Positive,Negative,0.008586603
0,Negative,Positive,0.99510664
1,Positive,Negative,0.19405778
0,Negative,Positive,0.99896336
0,Negative,Positive,0.99999744
1,Positive,Negative,0.00035760057
1,Positive,Negative,0.00030273056
0,Negative,Positive,0.9960717
0,Negative,Positive,0.96249473
0,Negative,Positive,0.9671731
0,Negative,Positive,0.99811184
1,Positive,Negative,0.00046789704
1,Positive,Negative,4.8010108e-05
0,Negative,Positive,0.9513224
1,Positive,Negative,2.6345633e-06
0,Negative,Positive,0.87037486
1,Positive,Negative,0.00017126324
0,Negative,Positive,0.6461123
1,Positive,Negative,9.771448e-05
1,Positive,Negative,0.00050171197
0,Negative,Positive,0.9909849
1,Positive,Negative,0.20157191
0,Negative,Positive,0.9999963
0,Negative,Positive,1.0
1,Positive,Negative,2.762744e-05
1,Positive,Negative,0.017737519
0,Negative,Positive,0.9970169
1,Positive,Negative,1.7966645e-06
1,Positive,Negative,2.745861e-07
1,Positive,Negative,0.00063307973
1,Positive,Negative,9.366797e-05
1,Positive,Negative,0.005058293
0,Negative,Positive,0.99990857
1,Positive,Negative,0.021531621
1,Positive,Negative,0.0015312225
0,Negative,Positive,0.99998116
0,Negative,Positive,0.9956754
0,Negative,Positive,0.8168973
1,Positive,Negative,7.311004e-05
0,Negative,Positive,0.9998441
0,Negative,Positive,0.5817565
1,Positive,Negative,6.932753e-05
1,Positive,Negative,2.4675988e-05
0,Negative,Positive,0.99990463
1,Positive,Negative,0.10868305
1,Positive,Negative,0.00734942
1,Positive,Negative,0.0086825965
1,Positive,Negative,0.4720215
0,Negative,Positive,0.80150753
1,Positive,Negative,0.3467446
1,Positive,Negative,0.0017504885
0,Negative,Positive,0.9999932
0,Negative,Positive,0.99999934
1,Positive,Negative,0.049196675
1,Positive,Negative,7.3610096e-07
1,Positive,Negative,0.00930013
0,Negative,Positive,0.99997807
1,Positive,Negative,0.051441003
0,Negative,Positive,0.99959236
1,Positive,Negative,9.370561e-07
0,Negative,Positive,0.9999451
1,Positive,Negative,3.2218463e-06
0,Negative,Positive,0.99985737
1,Positive,Negative,0.01727618
0,Negative,Positive,0.99983376
0,Negative,Positive,0.99992985
0,Negative,Positive,0.9999967
1,Positive,Negative,0.12988533
0,Negative,Positive,0.9993384
1,Positive,Negative,0.009370348
1,Positive,Negative,0.014982555
0,Negative,Positive,0.9653561
1,Positive,Negative,0.053234536
0,Negative,Positive,0.9882756
0,Negative,Positive,0.504301
1,Positive,Negative,6.263299e-05
0,Negative,Positive,0.99999815
1,Positive,Negative,0.2112117
1,Positive,Negative,0.018647645
1,Positive,Negative,0.0023904773
1,Positive,Negative,0.00022022027
0,Negative,Positive,0.99999964
1,Positive,Negative,0.31962436
0,Negative,Positive,0.99596494
0,Negative,Positive,0.99999994
1,Positive,Negative,5.9971774e-07
1,Positive,Negative,0.46490553
0,Negative,Positive,0.9779234
1,Positive,Negative,0.0006106639
1,Positive,Negative,0.3175477
1,Positive,Negative,4.0695348e-05
0,Negative,Positive,0.50864303
0,Negative,Positive,0.985404
0,Negative,Positive,0.99893314
0,Negative,Positive,0.99999857
0,Negative,Positive,0.70341885
1,Positive,Negative,0.020458782
0,Negative,Positive,0.58175904
1,Positive,Negative,0.43045285
1,Positive,Negative,6.961903e-05
1,Positive,Negative,0.00016568306
1,Positive,Negative,0.0008345476
0,Negative,Positive,0.99805534
1,Positive,Negative,0.3469417
1,Positive,Negative,0.0010454989
1,Positive,Negative,0.05512652
1,Positive,Negative,0.007330538
0,Negative,Positive,0.9998751
1,Positive,Negative,0.0026929479
1,Positive,Negative,0.30219507
0,Negative,Positive,0.9525268
0,Negative,Positive,0.99988246
0,Negative,Positive,0.999999
0,Negative,Positive,0.99995846
1,Positive,Negative,7.096227e-05
1,Positive,Negative,0.16509981
1,Positive,Negative,0.067632
1,Positive,Negative,0.006806456
1,Positive,Negative,1.9740657e-05
0,Negative,Positive,0.9995079
0,Negative,Positive,0.924145
0,Negative,Positive,0.9999668
0,Negative,Positive,0.68217885
0,Negative,Positive,0.63929915
1,Positive,Negative,0.00014289684
0,Negative,Positive,0.99999624
0,Negative,Positive,0.99999905
0,Negative,Positive,0.5855744
0,Negative,Positive,0.9999971
0,Negative,Positive,0.9999723
0,Negative,Positive,0.9998126
1,Positive,Negative,3.736914e-06
1,Positive,Negative,2.9034974e-05
1,Positive,Negative,0.00023320588
0,Negative,Positive,0.9999874
1,Positive,Negative,4.2551183e-05
1,Positive,Negative,0.0010158147
0,Negative,Positive,0.9978129
1,Positive,Negative,0.00918923
1,Positive,Negative,0.059330776
0,Negative,Positive,0.72813624
0,Negative,Positive,0.8641985
1,Positive,Negative,1.2932143e-06
1,Positive,Negative,0.29191712
0,Negative,Positive,1.0
1,Positive,Negative,0.00062364415
0,Negative,Positive,0.76993024
0,Negative,Positive,0.9997565
1,Positive,Negative,0.00737088
1,Positive,Negative,0.023184167
0,Negative,Positive,0.9943277
1,Positive,Negative,0.0024100442
1,Positive,Negative,2.2977958e-05
0,Negative,Positive,0.9978369
0,Negative,Positive,0.98563737
1,Positive,Negative,0.0012889825
0,Negative,Positive,0.99999726
0,Negative,Positive,0.998737
0,Negative,Positive,0.9349043
0,Negative,Positive,0.99790573
1,Positive,Negative,0.02321744
0,Negative,Positive,0.9999907
1,Positive,Negative,0.010237094
0,Negative,Positive,0.99999976
1,Positive,Negative,1.7424751e-06
1,Positive,Negative,0.0005031828
0,Negative,Positive,0.9999963
0,Negative,Positive,0.9697825
0,Negative,Positive,0.8563366
1,Positive,Negative,0.00013132676
1,Positive,Negative,0.03463248
0,Negative,Positive,0.99995804
0,Negative,Positive,0.9999949
1,Positive,Negative,0.3420222
1,Positive,Negative,0.00012215615
0,Negative,Positive,0.9992896
0,Negative,Positive,0.9932491
1,Positive,Negative,0.0046557453
1,Positive,Negative,0.09815229
0,Negative,Positive,1.0
1,Positive,Negative,0.08004561
0,Negative,Positive,0.99986583
1,Positive,Negative,0.00065225695
0,Negative,Positive,0.99969894
0,Negative,Positive,0.99981415
1,Positive,Negative,6.5849376e-06
1,Positive,Negative,1.376151e-06
1,Positive,Negative,0.00040535355
0,Negative,Positive,0.99999976
1,Positive,Negative,0.016365217
1,Positive,Negative,4.8716152e-05
1,Positive,Negative,0.00034747043
1,Positive,Negative,0.137416
1,Positive,Negative,0.17472284
1,Positive,Negative,0.0008523603
0,Negative,Positive,0.99969274
0,Negative,Positive,0.9859844
0,Negative,Positive,0.9688016
0,Negative,Positive,0.99999976
0,Negative,Positive,0.73282176
0,Negative,Positive,0.99992365
0,Negative,Positive,0.64719826
1,Positive,Negative,0.00013330966
0,Negative,Positive,0.9998381
1,Positive,Negative,0.4826457
0,Negative,Positive,0.9987827
0,Negative,Positive,0.99995226
1,Positive,Negative,0.00044447894
1,Positive,Negative,2.2405931e-05
0,Negative,Positive,0.9999931
1,Positive,Negative,1.6522345e-07
1,Positive,Negative,1.5064815e-07
0,Negative,Positive,0.9932153
0,Negative,Positive,0.9993206
1,Positive,Negative,0.3631551
0,Negative,Positive,0.9995122
1,Positive,Negative,0.17653055
0,Negative,Positive,0.99991375
1,Positive,Negative,0.0028323375
0,Negative,Positive,0.7676694
0,Negative,Positive,0.99999994
1,Positive,Negative,1.9645553e-08
0,Negative,Positive,0.99993175
0,Negative,Positive,0.9995336
1,Positive,Negative,0.018058315
0,Negative,Positive,0.999228
1,Positive,Negative,0.0005367198
0,Negative,Positive,0.8238279
0,Negative,Positive,0.99989414
1,Positive,Negative,0.08124717
0,Negative,Positive,0.9139667
0,Negative,Positive,0.98711926
0,Negative,Positive,0.9989448
0,Negative,Positive,0.9999999
0,Negative,Positive,0.9999331
0,Negative,Positive,0.8056189
1,Positive,Negative,0.001678047
1,Positive,Negative,0.00032312606
1,Positive,Negative,3.9496004e-07
1,Positive,Negative,0.42720613
0,Negative,Positive,0.9999777
1,Positive,Negative,0.000117039264
1,Positive,Negative,1.5638468e-06
0,Negative,Positive,0.9999925
1,Positive,Negative,2.018921e-06
1,Positive,Negative,0.022025876
1,Positive,Negative,0.017218439
0,Negative,Positive,0.99999845
0,Negative,Positive,0.99999374
0,Negative,Positive,0.99465466
0,Negative,Positive,0.99947315
0,Negative,Positive,0.5477397
0,Negative,Positive,0.84292006
0,Negative,Positive,0.9696677
0,Negative,Positive,0.99995977
0,Negative,Positive,0.97621137
0,Negative,Positive,0.9423235
1,Positive,Negative,4.5559806e-05
0,Negative,Positive,0.9999999
0,Negative,Positive,0.99999243
1,Positive,Negative,1.4754255e-05
1,Positive,Negative,0.020555882
1,Positive,Negative,0.11137273
0,Negative,Positive,0.9999921
1,Positive,Negative,0.0005507317
1,Positive,Negative,4.9141878e-08
0,Negative,Positive,0.8916908
1,Positive,Negative,0.0053634522
1,Positive,Negative,3.141162e-05
0,Negative,Positive,0.6925369
1,Positive,Negative,7.432061e-09
1,Positive,Negative,0.04574826
0,Negative,Positive,0.7578742
1,Positive,Negative,0.0008130387
1,Positive,Negative,0.06611724
0,Negative,Positive,0.99974775
0,Negative,Positive,0.89215994
1,Positive,Negative,0.00022419223
0,Negative,Positive,0.982911
0,Negative,Positive,0.9992612
0,Negative,Positive,0.9926352
0,Negative,Positive,0.9787657
1,Positive,Negative,0.040824056
0,Negative,Positive,0.9972751
0,Negative,Positive,0.78411674
0,Negative,Positive,0.94300437
0,Negative,Positive,0.9999953
1,Positive,Negative,0.07056377
1,Positive,Negative,3.5214125e-05
1,Positive,Negative,0.11479895
0,Negative,Positive,0.999767
0,Negative,Positive,0.7356582
1,Positive,Negative,1.4225252e-05
1,Positive,Negative,0.004774365
0,Negative,Positive,0.9999846
0,Negative,Positive,0.960586
0,Negative,Positive,0.5439523
0,Negative,Positive,0.9999965
0,Negative,Positive,0.9955426
0,Negative,Positive,0.99998945
1,Positive,Negative,0.37294987
0,Negative,Positive,0.982707
1,Positive,Negative,0.009034006
1,Positive,Negative,1.021244e-06
0,Negative,Positive,1.0
1,Positive,Negative,5.585306e-05
1,Positive,Negative,0.11130058
0,Negative,Positive,0.949439
1,Positive,Negative,0.021601787
0,Negative,Positive,0.9719847
0,Negative,Positive,0.62858313
1,Positive,Negative,9.739195e-05
1,Positive,Negative,0.00078082155
0,Negative,Positive,0.96423674
0,Negative,Positive,0.96456677
0,Negative,Positive,0.9802153
1,Positive,Negative,0.34735465
1,Positive,Negative,6.27808e-05
1,Positive,Negative,0.0017688092
0,Negative,Positive,0.9992218
1,Positive,Negative,0.0002761387
0,Negative,Positive,0.57578784
1,Positive,Negative,0.00048453716
0,Negative,Positive,0.9507157
0,Negative,Positive,0.99999976
1,Positive,Negative,0.0048423517
1,Positive,Negative,0.14357096
1,Positive,Negative,0.00019235142
0,Negative,Positive,0.99993676
0,Negative,Positive,0.86600715
0,Negative,Positive,0.99998164
0,Negative,Positive,0.999855
0,Negative,Positive,0.99998593
0,Negative,Positive,0.5489167
1,Positive,Negative,0.42481914
1,Positive,Negative,0.006653929
1,Positive,Negative,1.4913563e-07
0,Negative,Positive,0.9999996
0,Negative,Positive,0.9999986
1,Positive,Negative,0.0001999957
1,Positive,Negative,0.08576617
1,Positive,Negative,0.21912903
1,Positive,Negative,0.049198046
1,Positive,Negative,0.020776983
0,Negative,Positive,0.5080616
1,Positive,Negative,0.03601675
0,Negative,Positive,0.98897415
0,Negative,Positive,0.9999567
0,Negative,Positive,0.9999986
1,Positive,Negative,0.005115021
1,Positive,Negative,0.013504251
1,Positive,Negative,5.3596864e-06
1,Positive,Negative,0.071855985
1,Positive,Negative,0.2619635
0,Negative,Positive,1.0
1,Positive,Negative,0.44728953
0,Negative,Positive,0.98971707
1,Positive,Negative,7.207136e-05
1,Positive,Negative,7.6147924e-05
1,Positive,Negative,0.00030457115
1,Positive,Negative,0.3228622
1,Positive,Negative,0.0003847281
1,Positive,Negative,0.00016430867
0,Negative,Positive,0.9679486
1,Positive,Negative,0.00027141743
0,Negative,Positive,0.9999999
0,Negative,Positive,0.72045
0,Negative,Positive,0.99875814
1,Positive,Negative,0.00022035785
0,Negative,Positive,0.54722875
1,Positive,Negative,0.28905562
1,Positive,Negative,0.0014134616
0,Negative,Positive,0.9999855
0,Negative,Positive,0.99999595
0,Negative,Positive,0.50623685
0,Negative,Positive,1.0
1,Positive,Negative,2.5428648e-05
0,Negative,Positive,0.9691158
1,Positive,Negative,2.7094204e-05
1,Positive,Negative,8.808483e-05
0,Negative,Positive,0.99637043
0,Negative,Positive,0.9996318
1,Positive,Negative,0.0030672748
0,Negative,Positive,0.9992605
0,Negative,Positive,0.9999823
1,Positive,Negative,0.00028595736
1,Positive,Negative,0.037989616
1,Positive,Negative,6.142382e-06
1,Positive,Negative,5.4011416e-06
1,Positive,Negative,0.05951309
0,Negative,Positive,0.98740417
0,Negative,Positive,0.77518535
0,Negative,Positive,0.985043
1,Positive,Negative,0.0015636457
0,Negative,Positive,0.97988796
0,Negative,Positive,0.99999076
0,Negative,Positive,0.97662884
1,Positive,Negative,0.012842771
0,Negative,Positive,1.0
0,Negative,Positive,0.9999794
1,Positive,Negative,0.008195419
0,Negative,Positive,0.78462905
0,Negative,Positive,0.9999988
0,Negative,Positive,0.99873245
0,Negative,Positive,0.99998784
1,Positive,Negative,4.5830884e-06
0,Negative,Positive,0.67481685
1,Positive,Negative,0.003873685
1,Positive,Negative,0.0006515314
1,Positive,Negative,0.0040108874
0,Negative,Positive,0.9527777
0,Negative,Positive,0.99996334
1,Positive,Negative,0.1765494
0,Negative,Positive,0.9999919
0,Negative,Positive,0.9720172
1,Positive,Negative,5.9750787e-06
1,Positive,Negative,0.49435392
1,Positive,Negative,0.0011202218
0,Negative,Positive,0.99982834
1,Positive,Negative,2.4353096e-07
1,Positive,Negative,0.48202077
0,Negative,Positive,0.7907296
1,Positive,Negative,0.00030200207
0,Negative,Positive,0.99254996
1,Positive,Negative,0.12810645
0,Negative,Positive,0.8899128
1,Positive,Negative,4.491115e-06
1,Positive,Negative,4.102895e-05
0,Negative,Positive,0.53658503
0,Negative,Positive,0.97129846
0,Negative,Positive,0.9889038
0,Negative,Positive,0.6644564
1,Positive,Negative,4.53047e-05
0,Negative,Positive,0.9469019
1,Positive,Negative,0.13800377
1,Positive,Negative,0.122250415
1,Positive,Negative,8.5856016e-05
1,Positive,Negative,0.0032456003
0,Negative,Positive,0.9999959
0,Negative,Positive,0.5617146
1,Positive,Negative,0.057812434
0,Negative,Positive,0.996843
1,Positive,Negative,2.2809753e-07
0,Negative,Positive,0.99999666
0,Negative,Positive,0.9999976
0,Negative,Positive,0.97489697
1,Positive,Negative,0.027249483
0,Negative,Positive,0.9994681
1,Positive,Negative,0.002819232
0,Negative,Positive,0.9910836
0,Negative,Positive,0.9999995
0,Negative,Positive,0.9062745
1,Positive,Negative,0.2086766
1,Positive,Negative,0.0001523369
0,Negative,Positive,0.95483947
0,Negative,Positive,0.9988167
1,Positive,Negative,0.0018712159
0,Negative,Positive,0.95635563
0,Negative,Positive,0.99988276
1,Positive,Negative,0.08310148
1,Positive,Negative,0.061217282
0,Negative,Positive,0.99999946
0,Negative,Positive,1.0
0,Negative,Positive,0.9999825
0,Negative,Positive,0.99998194
1,Positive,Negative,1.9977386e-05
1,Positive,Negative,2.0786051e-06
0,Negative,Positive,0.9807537
0,Negative,Positive,0.99746966
0,Negative,Positive,0.9999968
1,Positive,Negative,4.2390915e-05
0,Negative,Positive,0.999986
0,Negative,Positive,0.99880344
1,Positive,Negative,0.0002772554
